global_index,gene_symbol,in_vcc_output,go_terms,reactome_pathways,string_degree,grn_out_degree,grn_in_degree,active_prior_count
4687,CASQ2,1,30,2,48,0,0,3
4688,OLFM3,1,7,0,32,0,1,3
4689,PKD2,1,111,1,44,0,8,4
4690,ABCG2,1,37,9,65,0,25,4
4691,SPP1,1,32,7,75,0,78,4
4692,STBD1,1,21,6,36,0,0,3
4693,CCNI,1,9,0,34,0,0,2
4694,RARRES1,1,6,0,12,0,1,3
4695,MFSD1,1,10,0,15,0,0,2
4696,RAB3GAP2,1,22,2,41,0,0,3
4697,EEF2KMT,1,7,1,27,0,1,4
4698,PPL,1,17,2,49,0,1,4
4699,UBN1,1,11,1,32,0,0,3
4700,KLF12,1,14,0,17,11,1,3
4701,UCHL3,1,15,3,51,0,1,4
4702,PCDH17,1,13,0,16,0,0,2
4703,HS1BP3,1,5,0,18,0,2,3
4704,LDAH,1,10,0,5,0,0,2
4705,WDR35,1,14,2,51,0,0,3
4706,CCND2,1,21,4,41,0,58,4
4707,FGF23,1,30,40,52,0,2,4
4708,ELL2,1,9,1,39,0,1,4
4709,DNAH7,1,22,0,37,0,0,2
4710,CYP20A1,1,6,0,34,0,0,2
4711,NDUFB3,1,9,2,59,0,0,3
4712,GTF3C3,1,12,3,41,0,0,3
4713,SATB2,1,20,2,49,31,2,4
4714,UBE2B,1,29,4,45,0,10,4
4715,TRPM6,1,20,1,43,0,1,4
4716,GDA,1,12,1,34,0,2,4
4717,KLF9,1,10,1,32,25,3,4
4718,TJP2,1,28,5,59,0,1,4
4719,ECRG4,1,18,0,3,0,5,3
4720,ITGB1BP1,1,55,0,32,0,0,2
4721,CPSF3,1,14,6,58,0,0,3
4722,PIGZ,1,7,1,38,0,0,3
4723,SENP5,1,12,1,36,0,0,3
4724,CCDC92,1,6,0,40,0,0,2
4725,C1orf198,1,2,0,73,0,0,2
4726,TRIM67,1,4,0,25,0,0,2
4727,HEATR1,1,18,2,73,0,0,3
4728,PTBP3,1,9,0,34,0,0,2
4729,RAD23B,1,21,4,83,0,0,3
4730,FKBP15,1,9,0,33,0,0,2
4731,CTNNAL1,1,9,0,33,0,2,3
4732,ABITRAM,1,12,0,15,0,0,2
4733,WDR34,1,19,0,39,0,0,2
4734,SET,1,24,2,37,0,3,4
4735,PTPA,1,21,0,42,0,11,3
4736,GLE1,1,21,1,44,0,0,3
4737,RAB14,1,42,5,43,0,0,3
4738,CNTRL,1,13,7,40,0,0,3
4739,TRIM32,1,58,2,63,0,1,4
4740,FBXW2,1,8,3,41,0,0,3
4741,PHF19,1,14,1,33,0,0,3
4742,NEK6,1,31,3,35,0,1,4
4743,BSPRY,1,5,0,7,0,0,2
4744,PPP6C,1,11,2,53,0,0,3
4745,NDUFA8,1,11,2,87,0,0,3
4746,HDHD3,1,4,0,28,0,0,2
4747,RBM18,1,4,0,26,0,0,2
4748,SLC46A2,1,10,0,25,0,0,2
4749,HSDL2,1,4,0,85,0,0,2
4750,MAPKAP1,1,39,7,43,0,1,4
4751,NR4A3,1,52,1,36,39,8,4
4752,INVS,1,10,0,49,0,2,3
4753,GALNT12,1,6,2,32,0,0,3
4754,DENND1A,1,10,1,43,0,0,3
4755,ALG2,1,12,2,40,0,0,3
4756,CSF3R,1,17,4,61,0,10,4
4757,KDSR,1,13,1,39,0,0,3
4758,VPS4B,1,52,2,45,0,2,4
4759,ONECUT2,1,12,0,33,3,1,3
4760,C19orf25,1,1,0,22,0,0,2
4761,ZBTB45,1,9,0,16,0,0,2
4762,DCAF4,1,7,1,52,0,0,3
4763,PROX2,1,17,0,13,0,0,2
4764,VSX2,1,12,0,48,27,3,3
4765,FCF1,1,10,2,72,0,0,3
4766,PGF,1,17,2,35,0,10,4
4767,IFI27L2,1,6,0,4,0,0,2
4768,BBOF1,1,6,0,14,0,0,2
4769,NEK9,1,13,3,34,0,0,3
4770,ACYP1,1,2,0,12,0,0,2
4771,IFT43,1,10,1,38,0,0,3
4772,NPC2,1,24,2,36,0,0,3
4773,DNAL1,1,6,0,34,0,0,2
4774,IRF2BPL,1,11,0,10,4,4,3
4775,ACOT2,1,18,4,33,0,1,4
4776,LTBP2,1,16,2,42,0,0,3
4777,AREL1,1,11,1,32,0,0,3
4778,MLH3,1,14,1,41,0,3,4
4779,TTLL5,1,13,1,40,0,1,4
4780,FLVCR2,1,15,0,25,0,0,2
4781,ABCD4,1,21,3,47,0,0,3
4782,DLST,1,16,4,49,0,15,4
4783,PPP4R4,1,7,0,34,0,0,2
4784,TGFB3,1,50,4,50,0,17,4
4785,ZC2HC1C,1,1,0,41,0,0,2
4786,SLIRP,1,14,2,38,0,0,3
4787,RBM25,1,9,2,76,0,0,3
4788,ALDH6A1,1,8,1,39,0,0,3
4789,GPR68,1,11,2,38,0,0,3
4790,ESRRB,1,40,1,50,8,3,4
4791,EIF2B2,1,21,1,34,0,0,3
4792,NRDE2,1,13,0,42,0,0,2
4793,COQ6,1,16,1,46,0,0,3
4794,ZNF410,1,14,0,8,6,0,3
4795,RHOQ,1,27,3,69,0,0,3
4796,SUPT7L,1,10,1,55,0,0,3
4797,KLHL29,1,5,0,9,0,1,3
4798,DNMT3A,1,42,6,78,46,10,4
4799,TMEM214,1,3,0,39,0,0,2
4800,ATAD2B,1,9,0,37,0,0,2
4801,FKBP1B,1,24,2,41,0,1,4
4802,ATL2,1,12,1,37,0,0,3
4803,YPEL5,1,13,1,29,0,0,3
4804,FAM98A,1,9,0,34,0,0,2
4805,YIPF4,1,9,0,16,0,0,2
4806,AFTPH,1,9,0,38,0,0,2
4807,LGALSL,1,2,0,9,0,0,2
4808,CNRIP1,1,10,0,19,0,0,2
4809,BCL11A,1,35,4,64,13,4,4
4810,CRIPT,1,20,0,36,0,1,3
4811,EPCAM,1,20,6,57,0,18,4
4812,SLC17A5,1,24,4,28,0,0,3
4813,OGFRL1,1,3,0,2,0,0,2
4814,SLF2,1,19,0,28,0,0,2
4815,IDE,1,45,3,41,0,5,4
4816,TECTB,1,6,1,37,0,0,3
4817,ELOVL3,1,16,4,34,0,4,4
4818,IFIT3,1,12,4,67,0,7,4
4819,NKX2-3,1,9,0,17,2,2,3
4820,IFIT2,1,11,4,57,0,3,4
4821,GPAM,1,15,6,41,0,7,4
4822,CUTC,1,10,1,24,0,0,3
4823,PPP1R3C,1,12,2,37,0,2,4
4824,PYROXD2,1,5,0,22,0,0,2
4825,CNNM1,1,7,0,28,0,0,2
4826,MXI1,1,13,0,37,7,3,3
4827,SMNDC1,1,11,4,35,0,0,3
4828,C10orf88,1,5,0,19,0,0,2
4829,HELLS,1,18,1,38,0,2,4
4830,PRLHR,1,12,1,23,0,3,4
4831,TCTN3,1,10,1,33,0,0,3
4832,DENND10,1,10,0,41,0,0,2
4833,AVPI1,1,2,0,12,0,0,2
4834,WDR11,1,18,1,32,0,1,4
4835,ARMH3,1,7,0,14,0,0,2
4836,KCNIP2,1,30,1,38,0,2,4
4837,CFAP58,1,16,0,32,0,0,2
4838,GOT1,1,40,3,77,0,9,4
4839,CPN1,1,11,1,25,0,0,3
4840,C10orf95,1,1,0,0,0,0,1
4841,SFRP5,1,16,0,37,0,3,3
4842,GNA13,1,29,6,120,0,1,4
4843,HOXB8,1,14,0,33,3,3,3
4844,KANSL1,1,15,2,57,0,0,3
4845,HOXB5,1,16,0,36,4,1,3
4846,CRHR1,1,31,2,58,0,10,4
4847,HOXB3,1,17,1,34,9,5,4
4848,HOXB1,1,16,1,34,8,10,4
4849,DUSP1,1,36,2,45,0,30,4
4850,PANK3,1,10,1,18,0,0,3
4851,MSX2,1,23,1,46,46,16,4
4852,TEK,1,62,2,68,0,9,4
4853,RCL1,1,12,2,52,0,0,3
4854,CAAP1,1,2,0,15,0,0,2
4855,EQTN,1,7,0,18,0,0,2
4856,MOB3B,1,6,0,15,0,0,2
4857,INSL6,1,3,0,22,0,0,2
4858,INSL4,1,7,0,14,0,0,2
4859,MLANA,1,7,1,30,0,2,4
4860,CD274,1,35,7,80,0,11,4
4861,IFNA6,1,14,6,35,0,1,4
4862,IFNA8,1,14,6,35,0,3,4
4863,GRIA2,1,32,5,116,0,9,4
4864,NUP43,1,8,37,41,0,0,3
4865,MTHFD1L,1,18,1,42,0,1,4
4866,LRP11,1,10,0,14,0,0,2
4867,CCDC170,1,5,0,34,0,0,2
4868,PCMT1,1,8,1,41,0,0,3
4869,PLEKHG1,1,5,2,32,0,0,3
4870,MYCT1,1,2,0,6,0,2,3
4871,CXorf21,1,13,0,9,0,0,2
4872,MAGEB4,1,4,0,15,0,0,2
4873,CYSTM1,1,5,1,7,0,0,3
4874,WDR55,1,4,0,37,0,0,2
4875,ARAP3,1,12,4,18,0,1,4
4876,PCDHB8,1,8,0,11,0,0,2
4877,PCDHB10,1,11,0,13,0,0,2
4878,PCDHB14,1,12,0,11,0,0,2
4879,PCDHB12,1,8,0,10,0,0,2
4880,SLC25A2,1,13,1,7,0,0,3
4881,TNN,1,21,1,36,0,0,3
4882,CENPL,1,7,7,38,0,0,3
4883,TNFSF18,1,24,1,38,0,0,3
4884,SEC16B,1,13,1,55,0,0,3
4885,GORAB,1,7,0,33,0,0,2
4886,GPR31,1,12,2,26,0,0,3
4887,ACAT2,1,10,1,68,0,6,4
4888,TCP1,1,27,7,103,0,2,4
4889,TTLL2,1,5,1,28,0,0,3
4890,SNX19,1,9,0,18,0,0,2
4891,KCNJ5,1,29,2,49,0,0,3
4892,MSANTD2,1,0,0,7,0,0,1
4893,TP53AIP1,1,3,1,23,0,2,4
4894,TEX11,1,15,0,48,0,2,3
4895,ARR3,1,16,0,45,0,3,3
4896,PDZD11,1,15,5,40,0,0,3
4897,SLC10A7,1,9,0,18,0,2,3
4898,NUDCD1,1,5,0,111,0,0,2
4899,ENY2,1,19,1,69,0,0,3
4900,MASTL,1,17,1,35,0,0,3
4901,KIAA1217,1,4,0,22,0,1,3
4902,LYZL1,1,2,0,31,0,0,2
4903,PLXDC2,1,3,0,15,0,0,2
4904,EPC1,1,30,2,46,0,0,3
4905,IQSEC3,1,13,1,26,0,0,3
4906,CCDC77,1,2,0,33,0,0,2
4907,TAF12,1,24,11,78,0,3,4
4908,ENOX1,1,7,0,25,0,1,3
4909,TNFSF11,1,34,4,55,0,57,4
4910,MTRF1,1,6,1,37,0,0,3
4911,SOHLH2,1,15,0,33,2,0,3
4912,DNAJC15,1,8,0,32,0,0,2
4913,PROSER1,1,1,0,16,0,0,2
4914,UFM1,1,12,0,36,0,1,3
4915,WBP4,1,14,1,49,0,0,3
4916,ELF1,1,15,2,20,75,2,4
4917,SMAD9,1,28,1,49,6,0,4
4918,HSPH1,1,19,2,56,0,3,4
4919,KBTBD7,1,10,3,38,0,4,4
4920,ALG5,1,8,1,39,0,3,4
4921,EXOSC8,1,24,8,51,0,1,4
4922,ETF1,1,16,5,51,0,1,4
4923,TGFBI,1,23,1,47,0,6,4
4924,FAM53C,1,3,0,18,0,0,2
4925,SIL1,1,9,0,55,0,0,2
4926,PAIP2,1,7,0,32,0,0,2
4927,MYOT,1,15,0,54,0,0,2
4928,KDM3B,1,9,1,41,2,0,4
4929,EGR1,1,50,3,79,338,45,4
4930,SERP1,1,11,3,34,0,1,4
4931,PLS1,1,20,2,37,0,0,3
4932,ZFP30,1,5,1,10,0,0,3
4933,NR2C1,1,26,2,30,15,1,4
4934,UTP20,1,16,2,67,0,0,3
4935,TMPO,1,12,10,53,0,4,4
4936,ARL1,1,19,1,42,0,0,3
4937,GLT8D2,1,4,0,14,0,0,2
4938,MTERF2,1,8,0,32,0,0,2
4939,SOCS2,1,24,4,39,0,7,4
4940,NFYB,1,20,5,48,39,0,4
4941,WASHC3,1,8,0,40,0,0,2
4942,APAF1,1,32,8,63,0,7,4
4943,DUSP4,1,17,3,32,0,6,4
4944,CLU,1,83,5,102,0,25,4
4945,TNFRSF10B,1,21,8,58,0,25,4
4946,SORBS3,1,17,1,36,0,1,4
4947,PTK2B,1,84,4,70,0,9,4
4948,CHRNA2,1,33,2,36,0,5,4
4949,ADRA1A,1,40,3,33,0,3,4
4950,PPP3CC,1,21,2,63,0,0,3
4951,PDLIM2,1,17,0,38,0,0,2
4952,EPHX2,1,22,3,63,0,5,4
4953,RNF170,1,6,0,37,0,0,2
4954,NPPB,1,25,0,39,0,25,3
4955,UBIAD1,1,19,1,40,0,2,4
4956,TARDBP,1,36,0,96,0,0,2
4957,TNFRSF8,1,12,1,54,0,10,4
4958,PRAMEF2,1,8,0,46,0,0,2
4959,ZNF706,1,5,1,14,0,0,3
4960,LYPLA1,1,17,2,62,0,0,3
4961,CRISPLD1,1,4,0,7,0,0,2
4962,COPS5,1,31,5,101,2,15,4
4963,RDH10,1,14,2,35,0,0,3
4964,EPX,1,13,1,32,0,0,3
4965,AKAP1,1,10,2,45,0,1,4
4966,COIL,1,12,0,40,0,0,2
4967,TRIM25,1,29,17,65,0,4,4
4968,SCPEP1,1,7,0,12,0,0,2
4969,SPOP,1,14,2,73,0,0,3
4970,TBX2,1,54,1,34,28,10,4
4971,SLC35B1,1,13,0,33,0,0,2
4972,TBX4,1,16,0,35,4,1,3
4973,TEX14,1,14,0,19,0,0,2
4974,FAM117A,1,0,0,8,0,0,1
4975,NCAPH,1,19,1,49,0,0,3
4976,LRAT,1,18,3,53,0,3,4
4977,TMEM131L,1,5,0,24,0,2,3
4978,MND1,1,5,1,42,0,0,3
4979,TRIM6,1,32,1,17,0,0,3
4980,ABCC11,1,22,1,21,0,0,3
4981,TENT4B,1,22,1,45,0,0,3
4982,ADCY7,1,19,14,51,0,0,3
4983,CEP89,1,16,1,37,0,0,3
4984,TSHZ3,1,14,0,32,6,0,3
4985,ECHDC2,1,7,0,37,0,0,2
4986,TAS2R8,1,9,3,33,0,0,3
4987,PLBD1,1,5,4,17,0,0,3
4988,PRB2,1,2,0,32,0,0,2
4989,PYROXD1,1,12,0,32,0,0,2
4990,IAPP,1,33,4,49,0,21,4
4991,KCNJ8,1,29,1,39,0,3,4
4992,TAS2R7,1,9,3,39,0,0,3
4993,TAS2R9,1,8,2,36,0,0,3
4994,PSPC1,1,17,0,37,0,0,2
4995,ZNF549,1,6,1,20,0,0,3
4996,ZSCAN18,1,5,0,25,1,0,3
4997,ZNF211,1,6,1,14,0,0,3
4998,PDZRN3,1,10,0,17,0,0,2
4999,RGSL1,1,1,3,33,0,0,3
5000,LHX4,1,15,1,43,5,1,4
5001,RNF2,1,29,10,96,0,1,4
5002,TRMT1L,1,8,0,44,0,0,2
5003,SEC22A,1,5,1,39,0,0,3
5004,CSTA,1,13,1,54,0,6,4
5005,DPPA4,1,5,2,34,0,11,4
5006,POPDC2,1,10,0,13,0,0,2
5007,B4GALT4,1,14,2,44,0,0,3
5008,NAA50,1,18,0,41,0,0,2
5009,CD80,1,21,8,82,0,18,4
5010,KIF18A,1,30,10,72,0,2,4
5011,GJA8,1,9,1,50,0,0,3
5012,DESI2,1,10,0,22,0,0,2
5013,MAPK8IP1,1,33,0,40,0,2,3
5014,CRY2,1,35,4,45,0,2,4
5015,PEX16,1,15,1,35,0,0,3
5016,DEPDC7,1,4,0,17,0,0,2
5017,CAT,1,54,5,38,0,26,4
5018,PILRB,1,7,1,30,0,0,3
5019,ZMYM2,1,8,4,43,0,0,3
5020,GJB6,1,20,1,41,0,1,4
5021,GJA3,1,10,1,41,0,0,3
5022,TBC1D15,1,7,1,43,0,0,3
5023,ADGRB2,1,11,0,31,0,1,3
5024,HCRTR1,1,14,2,36,0,0,3
5025,ZCCHC17,1,8,0,39,0,0,2
5026,FABP3,1,28,1,38,0,3,4
5027,KHDRBS1,1,37,1,61,0,3,4
5028,TMEM39B,1,4,0,5,0,0,2
5029,CCRL2,1,27,1,50,0,1,4
5030,CCR2,1,67,5,86,0,10,4
5031,POLR3GL,1,6,7,42,0,1,4
5032,GHSR,1,68,2,51,0,0,3
5033,TNFSF10,1,24,6,39,0,37,4
5034,ZNF639,1,14,0,11,0,0,2
5035,SLITRK3,1,12,2,32,0,0,3
5036,PIK3CA,1,59,60,160,0,9,4
5037,PDS5A,1,10,4,49,0,0,3
5038,TMEM156,1,1,0,25,0,0,2
5039,LIAS,1,12,1,50,0,0,3
5040,CPXM2,1,4,0,9,0,0,2
5041,TMEM54,1,2,0,7,0,0,2
5042,ZSCAN20,1,5,0,37,0,0,2
5043,CSMD2,1,5,0,4,0,0,2
5044,HPCA,1,28,0,37,0,0,2
5045,LRIF1,1,9,0,21,0,0,2
5046,TMIGD3,1,11,0,7,0,0,2
5047,CLCC1,1,9,0,33,0,0,2
5048,GPSM2,1,25,1,44,0,0,3
5049,GTDC1,1,7,0,11,0,0,2
5050,CXCR4,1,53,7,126,0,55,4
5051,ZRANB3,1,18,0,37,0,0,2
5052,ACVR2A,1,38,5,63,0,0,3
5053,POLK,1,15,7,34,0,4,4
5054,SV2C,1,11,3,35,0,0,3
5055,FLT3,1,42,27,63,0,12,4
5056,MTIF3,1,8,1,49,0,0,3
5057,GTF3A,1,8,2,33,26,1,4
5058,RASL11A,1,6,0,9,0,0,2
5059,UBL3,1,3,0,13,0,0,2
5060,FYTTD1,1,8,2,36,0,0,3
5061,MTERF4,1,13,1,46,0,0,3
5062,XPNPEP2,1,6,1,65,0,0,3
5063,SASH3,1,6,0,40,0,0,2
5064,OCRL,1,41,8,59,0,1,4
5065,PAEP,1,7,0,40,0,6,3
5066,OBP2A,1,5,0,31,0,0,2
5067,TBX22,1,15,0,34,3,1,3
5068,FMOD,1,8,6,58,0,1,4
5069,MYOG,1,41,3,66,48,44,4
5070,LAX1,1,15,0,32,0,0,2
5071,PLG,1,31,6,112,0,12,4
5072,KIAA1191,1,3,0,18,0,0,2
5073,COPA,1,22,2,52,0,0,3
5074,CD244,1,15,1,48,0,3,4
5075,LY9,1,10,0,38,0,0,2
5076,HS3ST2,1,6,1,35,0,0,3
5077,RBBP6,1,21,3,45,0,0,3
5078,ZC3H7A,1,8,0,33,0,0,2
5079,PRM2,1,11,1,39,0,2,4
5080,SERAC1,1,9,0,24,0,0,2
5081,ANXA11,1,28,0,35,0,0,2
5082,LDB3,1,15,0,59,0,0,2
5083,OPN4,1,23,2,36,0,0,3
5084,SHLD2,1,12,0,32,0,0,2
5085,PRXL2A,1,5,0,16,0,1,3
5086,ZNF205,1,12,1,13,2,2,4
5087,NAA60,1,14,0,34,0,0,2
5088,ODF2L,1,5,0,20,0,0,2
5089,PTGFR,1,16,2,35,0,10,4
5090,SPATA1,1,1,0,6,0,0,2
5091,TRMT13,1,5,1,38,0,1,4
5092,LRRC39,1,3,0,42,0,0,2
5093,RWDD3,1,5,1,8,0,0,3
5094,ZNF644,1,5,0,38,0,0,2
5095,CCDC18,1,2,0,27,0,0,2
5096,RPAP2,1,13,1,52,0,0,3
5097,SLC66A2,1,7,0,21,0,0,2
5098,BBS9,1,16,1,37,0,0,3
5099,PMS2,1,22,6,49,0,4,4
5100,ZMIZ2,1,11,0,31,0,1,3
5101,OCM,1,3,0,27,0,0,2
5102,SEPTIN7,1,33,1,42,0,3,4
5103,EEPD1,1,6,1,34,0,0,3
5104,KLHL7,1,13,0,48,0,0,2
5105,HERPUD2,1,4,0,7,0,0,2
5106,CBX3,1,30,4,72,0,2,4
5107,HNRNPA2B1,1,33,5,94,0,3,4
5108,WIPF3,1,12,5,34,0,0,3
5109,NXPH1,1,6,0,34,0,0,2
5110,NPY,1,53,3,119,0,16,4
5111,FAM126A,1,7,0,26,0,0,2
5112,HOXA7,1,23,0,38,12,7,3
5113,INHBA,1,72,5,36,0,20,4
5114,FKBP9,1,4,1,33,0,0,3
5115,NT5C3A,1,15,0,45,0,0,2
5116,ARL4A,1,10,0,24,0,1,3
5117,CCZ1,1,8,1,40,0,0,3
5118,POLM,1,12,1,40,0,1,4
5119,RAMP3,1,35,2,34,0,0,3
5120,MRM2,1,11,1,56,0,0,3
5121,TWIST1,1,58,5,49,73,24,4
5122,SMU1,1,10,1,52,0,0,3
5123,GLIPR2,1,8,0,13,0,0,2
5124,SLC25A51,1,6,1,20,0,0,3
5125,CLTA,1,39,14,53,0,0,3
5126,RECK,1,22,1,37,0,11,4
5127,SPINK4,1,4,0,22,0,1,3
5128,TAF1L,1,17,10,39,0,1,4
5129,ACO1,1,18,2,58,0,3,4
5130,PHF24,1,7,0,9,0,0,2
5131,DNAI1,1,21,0,72,0,1,3
5132,DCAF10,1,7,1,54,0,0,3
5133,CNTFR,1,28,1,41,0,1,4
5134,KIAA1549,1,5,1,36,0,0,3
5135,TRIM24,1,33,3,52,1,0,4
5136,CYREN,1,14,0,18,0,0,2
5137,CALD1,1,15,1,42,0,6,4
5138,AKR1D1,1,19,3,55,0,0,3
5139,NUDT10,1,11,1,15,0,0,3
5140,SFTPA1,1,8,7,39,0,11,4
5141,NEUROG3,1,28,3,58,35,10,4
5142,PLAU,1,33,2,65,0,46,4
5143,SRGN,1,16,1,33,0,3,4
5144,CHST3,1,12,3,34,0,2,4
5145,BICC1,1,6,0,34,0,0,2
5146,CISD1,1,10,0,37,0,0,2
5147,EGR2,1,33,4,63,64,15,4
5148,ECD,1,7,0,28,0,0,2
5149,P4HA1,1,11,2,39,0,3,4
5150,SLC25A16,1,10,1,32,0,0,3
5151,ZWINT,1,15,6,62,0,0,3
5152,VPS26A,1,15,1,60,0,0,3
5153,RBM19,1,8,0,44,0,0,2
5154,CIT,1,19,5,39,0,0,3
5155,IFT81,1,22,1,40,0,0,3
5156,ACADS,1,12,2,59,0,0,3
5157,HVCN1,1,24,3,21,0,0,3
5158,DDX54,1,18,0,56,0,0,2
5159,MED13L,1,7,3,52,0,0,3
5160,CDKN2C,1,11,4,52,0,12,4
5161,RNF11,1,12,0,42,0,0,2
5162,RASSF8,1,2,0,29,0,1,3
5163,BHLHE41,1,24,1,33,23,7,4
5164,SSPN,1,11,1,34,0,0,3
5165,ITPR2,1,33,14,61,0,2,4
5166,CCDC91,1,8,0,27,0,0,2
5167,WWP1,1,16,4,54,0,2,4
5168,ACOT9,1,12,1,32,0,0,3
5169,PRDX4,1,23,1,42,0,2,4
5170,DDX39A,1,18,2,44,0,0,3
5171,PKN1,1,35,6,39,0,2,4
5172,TRIR,1,9,0,49,0,0,2
5173,ADGRE5,1,17,2,30,0,3,4
5174,WDR83,1,9,1,47,0,2,4
5175,GIPC1,1,32,4,43,0,0,3
5176,ACTRT1,1,12,0,26,0,0,2
5177,CCDC70,1,2,0,26,0,0,2
5178,SPRYD7,1,1,0,35,0,0,2
5179,EBPL,1,5,0,26,0,0,2
5180,ATP7B,1,32,1,45,0,0,3
5181,ZC3H13,1,9,0,62,0,0,2
5182,NLN,1,13,1,32,0,0,3
5183,CENPK,1,8,7,37,0,0,3
5184,OPTN,1,30,10,84,0,6,4
5185,ITIH5,1,4,0,4,0,0,2
5186,ATF1,1,26,2,34,79,2,4
5187,TSFM,1,9,1,62,0,3,4
5188,NEUROD4,1,16,0,18,4,8,3
5189,ARHGAP9,1,11,4,46,0,0,3
5190,NCKAP1L,1,48,8,53,0,0,3
5191,MMP19,1,15,2,25,0,2,4
5192,PFDN5,1,18,1,41,0,0,3
5193,SPATS2,1,3,0,7,0,0,2
5194,ORMDL2,1,8,1,32,0,0,3
5195,NR4A1,1,40,3,44,96,27,4
5196,PDE1B,1,14,3,40,0,0,3
5197,HOXC13,1,17,0,36,7,4,3
5198,CDK2,1,54,27,134,0,28,4
5199,LRP1,1,70,2,50,0,9,4
5200,HOXC11,1,14,1,26,3,1,4
5201,ATG101,1,14,1,49,0,0,3
5202,NFE2,1,23,2,37,22,12,4
5203,HOXC12,1,6,0,11,0,0,2
5204,IKZF4,1,15,0,21,7,0,3
5205,SMUG1,1,11,3,40,0,2,4
5206,TUBA1B,1,19,32,61,0,2,4
5207,EEF1AKMT3,1,8,0,19,0,0,2
5208,KBTBD4,1,3,0,18,0,0,2
5209,SARDH,1,4,1,49,0,0,3
5210,DBH,1,21,1,37,0,27,4
5211,ATPAF1,1,6,0,34,0,0,2
5212,STIL,1,31,0,45,0,2,3
5213,HJURP,1,11,2,63,0,0,3
5214,IL13RA2,1,17,1,39,0,2,4
5215,COL10A1,1,9,6,56,0,19,4
5216,AMD1,1,7,1,0,0,1,3
5217,NDUFAF4,1,7,1,44,0,0,3
5218,USP45,1,15,1,32,0,0,3
5219,PLP1,1,13,0,51,0,8,3
5220,SERPINA7,1,4,0,36,0,2,3
5221,MORF4L2,1,15,1,51,0,0,3
5222,H2BFWT,1,10,0,0,0,0,1
5223,RAB9B,1,16,5,39,0,0,3
5224,NRK,1,5,0,5,0,0,2
5225,FAM199X,1,1,0,20,0,0,2
5226,ESX1,1,16,0,40,1,2,3
5227,ATXN3L,1,8,1,39,0,0,3
5228,RAB9A,1,24,4,47,0,1,4
5229,METTL8,1,10,0,34,0,0,2
5230,TTC21B,1,12,2,51,0,0,3
5231,NMI,1,22,1,32,0,1,4
5232,TNFAIP6,1,23,1,46,0,10,4
5233,ACVR1C,1,29,3,33,0,1,4
5234,BAZ2B,1,8,0,25,0,0,2
5235,SLC36A1,1,28,2,46,0,0,3
5236,LPGAT1,1,18,1,25,0,0,3
5237,BATF3,1,19,0,33,3,2,3
5238,G0S2,1,6,1,32,0,8,4
5239,KCNJ2,1,33,5,42,0,2,4
5240,RAP2C,1,25,1,20,0,0,3
5241,EXOSC9,1,33,8,48,0,1,4
5242,PLA2G12A,1,8,6,40,0,0,3
5243,B9D2,1,13,7,39,0,0,3
5244,COQ8B,1,9,1,37,0,0,3
5245,PFKFB2,1,15,1,33,0,2,4
5246,C4BPA,1,12,2,37,0,3,4
5247,C4BPB,1,8,2,36,0,4,4
5248,RAB38,1,40,2,32,0,0,3
5249,GPR83,1,11,1,36,0,0,3
5250,AGO2,1,53,25,130,0,1,4
5251,MXD4,1,11,1,20,1,2,4
5252,CKS2,1,8,0,47,0,6,3
5253,DAW1,1,8,0,41,0,0,2
5254,ACSL3,1,27,2,48,0,3,4
5255,CHPF,1,12,1,41,0,0,3
5256,DNPEP,1,11,0,37,0,0,2
5257,INHA,1,42,4,35,0,15,4
5258,MOGAT1,1,9,1,38,0,1,4
5259,OBSL1,1,19,1,48,0,0,3
5260,FAM124B,1,3,1,15,0,0,3
5261,SLC12A4,1,18,1,33,0,0,3
5262,ENKD1,1,17,0,11,0,0,2
5263,MC3R,1,23,3,38,0,0,3
5264,GCNT7,1,4,1,22,0,0,3
5265,CTCFL,1,17,0,37,9,0,3
5266,FAM210B,1,11,0,19,0,0,2
5267,PI3,1,12,2,48,0,24,4
5268,FAM209A,1,4,0,36,0,0,2
5269,SNX21,1,8,0,27,0,0,2
5270,SLPI,1,18,3,37,0,10,4
5271,WFDC3,1,6,0,25,0,0,2
5272,TTPAL,1,4,0,4,0,0,2
5273,PREX1,1,23,12,37,0,1,4
5274,KCNS1,1,15,1,45,0,0,3
5275,SLC12A5,1,30,1,44,0,5,4
5276,ARHGAP40,1,6,2,9,0,0,3
5277,SDC4,1,21,18,84,0,12,4
5278,NCOA3,1,28,6,80,68,9,4
5279,PIGT,1,10,1,39,0,0,3
5280,SEMG2,1,12,0,35,0,0,2
5281,NCOA5,1,10,0,36,0,0,2
5282,VAPB,1,37,6,85,0,1,4
5283,PARD6B,1,19,2,36,0,0,3
5284,ATP5F1E,1,8,2,42,0,0,3
5285,CHD6,1,15,2,33,0,0,3
5286,PLCG1,1,39,35,153,0,5,4
5287,TOX2,1,7,0,14,3,0,3
5288,SRSF6,1,21,7,63,0,0,3
5289,GDAP1L1,1,1,0,18,0,0,2
5290,GTSF1L,1,2,0,17,0,0,2
5291,ARFGEF2,1,36,1,36,0,1,4
5292,ZNFX1,1,18,0,32,0,0,2
5293,ZNF831,1,1,0,26,0,0,2
5294,EDN3,1,27,3,57,0,10,4
