global_index,gene_symbol,in_vcc_output,go_terms,reactome_pathways,string_degree,grn_out_degree,grn_in_degree,active_prior_count
0,TSPAN6,1,7,0,17,0,0,2
1,TNMD,1,6,0,33,0,3,3
2,DPM1,1,13,5,67,0,0,3
3,SCYL3,1,7,0,11,0,0,2
4,C1orf112,1,23,0,34,0,0,2
5,FGR,1,40,5,46,0,0,3
6,CFH,1,20,1,62,0,13,4
7,FUCA2,1,11,3,26,0,0,3
8,GCLC,1,32,3,45,0,28,4
9,NFYA,1,19,5,44,91,28,4
10,STPG1,1,4,0,6,0,0,2
11,NIPAL3,1,5,1,19,0,0,3
12,LAS1L,1,16,1,42,0,0,3
13,ENPP4,1,8,1,9,0,0,3
14,SEMA3F,1,21,0,35,0,7,3
15,CFTR,1,50,11,116,0,35,4
16,ANKIB1,1,11,0,13,0,0,2
17,CYP51A1,1,16,5,48,0,12,4
18,KRIT1,1,22,0,34,0,0,2
19,RAD52,1,21,3,84,0,0,3
20,BAD,1,31,5,41,0,12,4
21,LAP3,1,15,0,47,0,1,3
22,CD99,1,8,2,55,0,9,4
23,HS3ST1,1,6,1,33,0,0,3
24,AOC1,1,18,3,39,0,0,3
25,WNT16,1,18,2,40,0,4,4
26,HECW1,1,9,1,38,0,0,3
27,MAD1L1,1,25,6,56,0,8,4
28,LASP1,1,12,0,36,0,1,3
29,SNX11,1,8,0,34,0,0,2
30,TMEM176A,1,3,0,17,0,0,2
31,M6PR,1,22,5,40,0,0,3
32,KLHL13,1,8,2,41,0,0,3
33,CYP26B1,1,31,3,54,0,5,4
34,ICA1,1,12,0,26,0,1,3
35,DBNDD1,1,2,0,22,0,0,2
36,ALS2,1,31,2,44,0,2,4
37,CASP10,1,16,4,38,0,1,4
38,CFLAR,1,52,1,46,0,23,4
39,TFPI,1,11,0,43,0,0,2
40,NDUFAF7,1,9,1,37,0,0,3
41,RBM5,1,14,3,43,0,1,4
42,MTMR7,1,16,2,34,0,0,3
43,SLC7A2,1,21,0,32,0,0,2
44,ARF5,1,14,2,46,0,0,3
45,SARM1,1,31,0,37,0,1,3
46,POLDIP2,1,8,0,34,0,0,2
47,PLXND1,1,23,3,41,0,0,3
48,CD38,1,39,1,77,0,15,4
49,FKBP4,1,22,5,43,0,5,4
50,KDM1A,1,65,9,127,0,20,4
51,RBM6,1,7,0,32,0,0,2
52,CAMKK1,1,11,3,30,0,0,3
53,RECQL,1,20,0,38,0,2,3
54,VPS50,1,8,0,39,0,0,2
55,HSPB6,1,17,0,33,0,0,2
56,ARHGAP33,1,13,3,18,0,0,3
57,NDUFAB1,1,22,5,153,0,0,3
58,PDK4,1,19,3,42,0,25,4
59,SLC22A16,1,14,1,30,0,0,3
60,ZMYND10,1,12,0,48,0,0,2
61,ABCB5,1,13,1,38,0,1,4
62,ARX,1,25,0,37,26,4,3
63,SLC25A13,1,25,3,34,0,0,3
64,ST7,1,5,0,12,0,1,3
65,CDC27,1,20,18,72,0,1,4
66,SLC4A1,1,28,4,68,0,4,4
67,CALCR,1,35,2,37,0,6,4
68,HCCS,1,11,1,37,0,0,3
69,DVL2,1,35,13,88,0,0,3
70,PRSS22,1,8,0,6,0,0,2
71,UPF1,1,46,2,82,0,1,4
72,SKAP2,1,6,1,33,0,1,4
73,SLC25A5,1,29,3,47,0,21,4
74,MCUB,1,14,2,24,0,0,3
75,HOXA11,1,26,1,35,8,1,4
76,DHX33,1,23,0,36,0,0,2
77,MEOX1,1,19,0,33,7,1,3
78,THSD7A,1,4,2,17,0,0,3
79,LIG3,1,27,5,45,0,1,4
80,RPAP3,1,6,0,58,0,0,2
81,ACSM3,1,14,1,35,0,0,3
82,REXO5,1,7,0,15,0,0,2
83,CIAPIN1,1,17,1,41,0,0,3
84,SPPL2B,1,16,1,10,0,0,3
85,FAM214B,1,2,0,23,0,0,2
86,COPZ2,1,12,2,45,0,0,3
87,PRKAR2B,1,33,19,45,0,5,4
88,MSL3,1,12,1,45,0,0,3
89,CREBBP,1,47,57,199,36,74,4
90,TSPOAP1,1,10,6,35,0,16,4
91,MPO,1,40,2,57,0,21,4
92,PON1,1,18,2,45,0,5,4
93,GCFC2,1,8,1,38,0,0,3
94,WDR54,1,10,0,19,0,0,2
95,CROT,1,13,2,34,0,0,3
96,ABCB4,1,27,3,40,0,2,4
97,KMT2E,1,26,0,50,4,3,3
98,RHBDD2,1,10,0,28,0,0,2
99,SOX8,1,45,0,34,4,1,3
100,IBTK,1,9,0,34,0,0,2
101,ZNF195,1,6,1,8,1,0,4
102,MYCBP2,1,26,0,42,0,2,3
103,FBXL3,1,15,4,41,0,0,3
104,ITGAL,1,33,6,60,0,6,4
105,PDK2,1,20,2,34,0,2,4
106,ITGA3,1,45,4,78,0,7,4
107,ZFX,1,9,0,43,4,0,3
108,LAMP2,1,41,3,49,0,0,3
109,ITGA2B,1,24,16,94,0,15,4
110,ASB4,1,11,2,47,0,0,3
111,GDE1,1,13,1,35,0,0,3
112,REX1BD,1,1,0,14,0,0,2
113,CRLF1,1,18,2,20,0,1,4
114,OSBPL7,1,15,1,19,0,0,3
115,TMEM98,1,13,0,19,0,0,2
116,YBX2,1,9,0,38,1,2,3
117,KRT33A,1,9,2,37,0,0,3
118,MAP3K14,1,13,5,42,0,17,4
119,ABCC8,1,43,3,63,0,21,4
120,CACNG3,1,25,2,64,0,0,3
121,TMEM132A,1,9,2,10,0,0,3
122,AP2B1,1,38,14,89,0,0,3
123,TAC1,1,47,2,78,0,19,4
124,ZNF263,1,14,1,35,10,0,4
125,CX3CL1,1,72,2,51,0,10,4
126,SPATA20,1,3,0,21,0,0,2
127,CACNA1G,1,26,2,57,0,2,4
128,TNFRSF12A,1,9,2,37,0,5,4
129,DLX6,1,14,1,33,2,5,4
130,MAP3K9,1,15,0,14,0,0,2
131,RALA,1,34,3,55,0,0,3
132,BAIAP2L1,1,17,4,39,0,0,3
133,KDM7A,1,14,2,40,0,2,4
134,ETV1,1,15,0,38,18,4,3
135,AGK,1,18,2,50,0,0,3
136,ALDH3B1,1,26,2,36,0,1,4
137,TTC22,1,0,0,6,0,0,1
138,PHTF2,1,2,0,12,0,0,2
139,CCL26,1,22,0,47,0,2,3
140,FARP2,1,14,3,34,0,0,3
141,USH1C,1,31,2,55,0,0,3
142,GGCT,1,5,1,34,0,0,3
143,DBF4,1,15,2,38,0,3,4
144,TBXA2R,1,23,4,36,0,16,4
145,IFRD1,1,5,0,34,0,1,3
146,LGALS14,1,4,0,6,0,0,2
147,COX10,1,14,1,52,0,0,3
148,GTF2IRD1,1,10,0,34,6,1,3
149,PAF1,1,19,7,60,0,2,4
150,VPS41,1,36,1,35,0,0,3
151,ARHGAP44,1,26,3,23,0,0,3
152,ELAC2,1,16,4,54,0,1,4
153,SCIN,1,27,0,53,0,0,2
154,ARSD,1,3,2,37,0,0,3
155,PNPLA4,1,17,1,41,0,0,3
156,MYH13,1,12,0,38,0,11,3
157,ADIPOR2,1,13,1,37,0,4,4
158,CDKL3,1,13,0,3,0,0,2
159,UPP2,1,22,2,42,0,0,3
160,PRSS21,1,9,1,18,0,0,3
161,MARK4,1,35,1,33,0,1,4
162,PROM1,1,26,2,46,0,16,4
163,CCDC124,1,9,0,40,0,0,2
164,CEACAM21,1,6,0,15,0,0,2
165,PAFAH1B1,1,83,14,75,0,0,3
166,NOS2,1,45,5,39,0,89,4
167,DNAH9,1,18,0,49,0,1,3
168,KIAA0100,1,5,0,10,0,0,2
169,SLC13A2,1,21,1,29,0,3,4
170,GAS7,1,9,0,37,0,2,3
171,TRAPPC6A,1,12,2,38,0,1,4
172,MATK,1,11,1,36,0,1,4
173,CEACAM7,1,7,1,21,0,1,4
174,CD79B,1,15,4,60,0,8,4
175,SCN4A,1,15,2,47,0,0,3
176,ST7L,1,2,0,5,0,0,2
177,TKTL1,1,7,0,64,0,1,3
178,PAX6,1,57,5,147,140,34,4
179,RPUSD1,1,8,0,37,0,0,2
180,RHBDF1,1,14,0,28,0,0,2
181,LUC7L,1,7,0,48,0,0,2
182,CACNA2D2,1,7,6,43,0,0,3
183,BAIAP3,1,23,0,10,0,1,3
184,TSR3,1,9,1,39,0,0,3
185,PIGQ,1,8,0,34,0,1,3
186,CRAMP1,1,7,0,26,0,0,2
187,TEAD3,1,17,3,35,0,0,3
188,SELE,1,30,1,53,0,29,4
189,DNAJC11,1,6,1,47,0,0,3
190,FMO3,1,9,2,36,0,9,4
191,MYLIP,1,16,3,35,0,2,4
192,NOX1,1,27,4,39,0,19,4
193,E2F2,1,21,5,36,46,6,4
194,PSMB1,1,41,70,71,0,1,4
195,SYN1,1,26,3,69,0,6,4
196,JARID2,1,21,1,38,14,3,4
197,CDKL5,1,34,0,46,0,5,3
198,CAMK1G,1,12,0,36,0,0,2
199,CDK11A,1,30,1,41,0,2,4
200,NADK,1,8,1,57,0,0,3
201,TFAP2B,1,46,5,39,24,0,4
202,TFAP2D,1,11,2,15,9,1,4
203,DLEC1,1,10,0,38,0,2,3
204,CYTH3,1,14,1,36,0,0,3
205,ADAM22,1,17,1,40,0,0,3
206,SYPL1,1,10,0,18,0,0,2
207,CYB561,1,10,0,12,0,0,2
208,SPAG9,1,18,1,44,0,1,4
209,CELSR3,1,17,0,26,0,2,3
210,AASS,1,13,1,35,0,0,3
211,PLEKHG6,1,11,2,18,0,0,3
212,SS18L2,1,1,0,32,0,0,2
213,MPND,1,4,0,36,0,0,2
214,MGST1,1,14,3,39,0,3,4
215,CRY1,1,41,4,52,0,8,4
216,PGLYRP1,1,20,2,44,0,0,3
217,NFIX,1,14,2,32,28,3,4
218,ST3GAL1,1,24,6,50,0,6,4
219,MMP25,1,13,2,33,0,0,3
220,IL32,1,10,2,32,0,9,4
221,PKD1,1,73,1,42,0,23,4
222,MAPK8IP2,1,26,0,46,0,0,2
223,MED24,1,13,5,44,0,0,3
224,RHOBTB2,1,19,1,34,0,1,4
225,HEATR5B,1,9,0,24,0,0,2
226,SEC62,1,12,0,41,0,0,2
227,CSDE1,1,23,0,44,0,1,3
228,UBE3C,1,8,1,39,0,0,3
229,REV3L,1,19,5,54,0,1,4
230,TENM1,1,29,0,17,0,0,2
231,PAX7,1,15,1,45,16,3,4
232,MASP2,1,21,0,39,0,1,3
233,IYD,1,7,1,43,0,0,3
234,FAM76A,1,2,0,9,0,0,2
235,TRAF3IP3,1,16,0,45,0,0,2
236,POMT2,1,8,6,42,0,1,4
237,VTA1,1,11,2,54,0,0,3
238,MLXIPL,1,39,4,51,16,8,4
239,BAZ1B,1,24,2,45,0,1,4
240,RANBP9,1,18,4,40,0,0,3
241,ETV7,1,16,0,31,14,1,3
242,SPRTN,1,21,1,47,0,0,3
243,EEF1AKNMT,1,6,0,38,0,0,2
244,DYRK4,1,10,0,2,0,0,2
245,ZNF207,1,17,0,34,0,0,2
246,UQCRC1,1,18,2,89,0,1,4
247,STARD3NL,1,12,1,33,0,0,3
248,CD9,1,30,3,91,0,7,4
249,HHATL,1,6,0,19,0,0,2
250,NCAPD2,1,18,1,39,0,0,3
251,IFFO1,1,10,0,13,0,0,2
252,GIPR,1,25,2,34,0,4,4
253,SEMA3G,1,14,0,27,0,0,2
254,NISCH,1,11,3,37,0,1,4
255,STAB1,1,16,1,35,0,4,4
256,FUZ,1,23,1,17,0,0,3
257,SLC6A13,1,25,2,28,0,0,3
258,IDS,1,10,4,34,0,0,3
259,PRSS3,1,11,5,35,0,0,3
260,ZNF200,1,3,1,19,0,0,3
261,CD4,1,59,13,276,0,40,4
262,LRRC23,1,7,0,42,0,0,2
263,BTK,1,56,14,98,0,31,4
264,HFE,1,53,1,38,0,2,4
265,SCMH1,1,8,0,35,0,1,3
266,FYN,1,93,41,161,0,2,4
267,HIVEP2,1,7,0,32,8,0,3
268,FMO1,1,15,2,17,0,1,4
269,ELOA,1,12,12,42,0,0,3
270,LYPLA2,1,14,1,40,0,0,3
271,CLCN6,1,15,2,38,0,1,4
272,MRC2,1,9,1,19,0,0,3
273,SLC6A7,1,13,2,15,0,1,4
274,TSPAN9,1,7,0,20,0,1,3
275,BTBD7,1,3,0,15,0,0,2
276,MKS1,1,13,2,50,0,0,3
277,ABHD5,1,13,1,42,0,0,3
278,ANOS1,1,10,2,43,0,3,4
279,AKAP8L,1,21,1,33,0,1,4
280,MBTD1,1,22,0,48,0,0,2
281,UTP18,1,11,2,93,0,0,3
282,RNF216,1,17,1,36,0,0,3
283,TTC19,1,7,1,36,0,0,3
284,PTBP1,1,26,5,66,0,3,4
285,DPF1,1,19,5,38,0,0,3
286,SYT7,1,50,1,37,0,0,3
287,LARS2,1,11,1,43,0,1,4
288,PIK3C2A,1,33,6,62,0,0,3
289,PLAUR,1,39,5,53,0,29,4
290,ANLN,1,19,3,80,0,0,3
291,WIZ,1,12,0,34,0,0,2
292,RABGAP1,1,9,1,34,0,0,3
293,DCN,1,21,12,144,0,15,4
294,QPCTL,1,7,0,38,0,0,2
295,PPP5C,1,41,3,44,0,1,4
296,CEP68,1,7,0,16,0,0,2
297,MAP4K3,1,12,0,23,0,0,2
298,ZBTB32,1,14,0,33,5,0,3
299,TYROBP,1,53,6,133,0,2,4
300,TMEM159,1,4,0,11,0,0,2
301,GABRA3,1,25,1,39,0,0,3
302,BRCA1,1,78,28,282,56,56,4
303,ERCC1,1,30,5,68,0,10,4
304,CD22,1,25,3,66,0,4,4
305,SEMA3B,1,14,0,32,0,1,3
306,MBTPS2,1,17,5,39,0,2,4
307,PRICKLE3,1,5,0,34,0,1,3
308,LTF,1,48,5,111,0,20,4
309,EXTL3,1,23,2,40,0,0,3
310,NR1H4,1,68,6,62,127,11,4
311,ELOVL5,1,20,4,39,0,4,4
312,ALOX5,1,53,15,56,0,18,4
313,KDM5D,1,12,1,44,6,1,4
314,CALCOCO1,1,16,0,26,0,0,2
315,UBR7,1,6,0,31,0,0,2
316,MAP4K5,1,10,0,24,0,0,2
317,EHD3,1,31,1,36,0,0,3
318,PSMC4,1,19,68,69,0,0,3
319,MAN2B2,1,14,1,28,0,0,3
320,SLC7A14,1,11,0,19,0,0,2
321,CLDN11,1,13,1,40,0,5,4
322,SLC25A39,1,7,0,34,0,0,2
323,MVP,1,23,1,32,0,6,4
324,NUB1,1,13,0,39,0,0,2
325,PGM3,1,10,1,47,0,0,3
326,RWDD2A,1,1,0,14,0,0,2
327,CLK1,1,12,0,32,0,1,3
328,POLR3B,1,21,7,67,0,1,4
329,ANGEL1,1,17,0,24,0,0,2
330,RNF14,1,26,1,32,1,0,4
331,DNASE1L1,1,11,1,9,0,0,3
332,DDX11,1,41,1,41,0,4,4
333,HEBP1,1,6,2,17,0,0,3
334,GPRC5A,1,13,0,10,0,10,3
335,MAMLD1,1,5,12,42,0,0,3
336,CD6,1,20,0,40,0,3,3
337,TACC3,1,19,2,52,0,1,4
338,UFL1,1,41,1,34,0,0,3
339,POLA2,1,8,9,48,0,2,4
340,ZC3H3,1,7,1,36,0,0,3
341,CAPN1,1,21,4,40,0,3,4
342,ACPP,1,33,0,33,0,0,2
343,MDH1,1,19,1,0,0,0,2
344,SLC30A9,1,22,0,40,0,0,2
345,MTMR11,1,3,0,10,0,0,2
346,COX15,1,12,2,59,0,0,3
347,CCDC88C,1,23,1,29,0,0,3
348,YAF2,1,13,2,42,0,0,3
349,ZMYND11,1,16,0,33,1,0,3
350,WAS,1,36,7,137,0,4,4
351,DPEP1,1,28,3,13,0,6,4
352,BID,1,29,6,46,0,6,4
353,NPC1L1,1,18,0,34,0,8,3
354,XYLT2,1,13,1,42,0,2,4
355,STMN4,1,10,0,31,0,0,2
356,NUDCD3,1,6,0,43,0,0,2
357,ISL1,1,72,3,95,40,9,4
358,CHDH,1,8,1,37,0,0,3
359,IL20RA,1,20,1,36,0,1,4
360,CLCA1,1,13,1,60,0,3,4
361,CLCA4,1,9,1,38,0,0,3
362,GLT8D1,1,5,0,26,0,0,2
363,ATP2C1,1,31,1,32,0,3,4
364,IGF1,1,89,6,107,0,72,4
365,SLC38A5,1,26,1,34,0,0,3
366,RALBP1,1,29,2,35,0,1,4
367,RUFY3,1,22,0,10,0,0,2
368,CNTN1,1,18,4,41,0,0,3
369,SLC11A1,1,58,4,45,0,15,4
370,WWTR1,1,28,9,64,7,1,4
371,AGPS,1,13,3,36,0,0,3
372,CXorf56,1,10,0,40,0,0,2
373,ATP1A2,1,74,3,49,0,2,4
374,TTC27,1,1,0,41,0,0,2
375,ZNF582,1,7,1,14,0,0,3
376,VSIG2,1,2,0,22,0,0,2
377,PHLDB1,1,3,0,11,0,0,2
378,MARCO,1,16,1,32,0,0,3
379,CYP24A1,1,20,3,39,0,12,4
380,PRDM11,1,15,0,25,0,0,2
381,SYT13,1,14,0,9,0,0,2
382,SNAI2,1,43,3,51,41,43,4
383,CD74,1,81,3,72,0,19,4
384,HGF,1,29,18,69,0,42,4
385,ZRANB1,1,16,2,44,0,0,3
386,NCDN,1,13,0,33,0,0,2
387,ADGRA2,1,18,0,36,0,0,2
388,ZFP64,1,8,0,18,5,1,3
389,MNAT1,1,19,33,52,0,2,4
390,SAMD4A,1,13,0,27,0,1,3
391,RUNX3,1,31,11,53,68,10,4
392,MRE11,1,51,22,76,0,2,4
393,PLEKHB1,1,5,0,15,0,0,2
394,SERPINB1,1,17,2,32,0,8,4
395,CYP3A43,1,11,2,35,0,0,3
396,SLC7A9,1,25,4,44,0,0,3
397,SPAST,1,51,1,58,0,5,4
398,NRXN3,1,22,1,61,0,0,3
399,OSBPL5,1,20,1,41,0,0,3
400,AQR,1,17,6,60,0,1,4
401,CPS1,1,57,3,44,0,11,4
402,C8B,1,15,2,38,0,0,3
403,FHL1,1,16,0,32,0,6,3
404,RTF2,1,9,0,27,0,0,2
405,GABRA1,1,28,2,54,0,1,4
406,NLRP2,1,13,0,37,0,10,3
407,SLC45A4,1,16,0,8,0,0,2
408,RNF10,1,21,0,26,0,0,2
409,ZNF839,1,0,1,10,0,0,2
410,ZDHHC6,1,9,0,28,0,0,2
411,GRAMD1B,1,14,0,16,0,0,2
412,RNH1,1,15,0,33,0,7,3
413,NDUFS1,1,19,3,108,0,0,3
414,RB1CC1,1,27,1,69,0,1,4
415,ERP44,1,14,1,41,0,1,4
416,ALAS1,1,27,4,43,0,6,4
417,BIRC3,1,33,11,66,0,26,4
418,AKAP11,1,10,0,38,0,0,2
419,GLRX2,1,18,0,37,0,0,2
420,SNAPC1,1,10,3,34,0,3,4
421,DERA,1,14,2,61,0,0,3
422,STRAP,1,17,2,36,0,1,4
423,ABCC2,1,30,6,65,0,23,4
424,DEF6,1,13,4,31,0,0,3
425,PLEKHO1,1,8,0,18,0,2,3
426,GCLM,1,23,3,45,0,5,4
427,UBR2,1,24,1,42,0,2,4
428,EHD2,1,26,1,34,0,0,3
429,DEPDC1,1,7,0,42,0,0,2
430,CCDC28A,1,2,0,9,0,1,3
431,RRAGD,1,24,7,48,0,0,3
432,HSF2,1,18,0,26,22,4,3
433,PHF20,1,9,5,61,10,0,4
434,HSD17B6,1,19,1,41,0,1,4
435,NR1H3,1,56,8,42,121,13,4
436,TYMP,1,14,2,62,0,2,4
437,NCAPH2,1,11,1,35,0,0,3
438,TOMM34,1,10,0,33,0,2,3
439,SEC63,1,11,0,60,0,1,3
440,KPNA6,1,13,1,39,0,1,4
441,VIM,1,33,10,55,0,54,4
442,FAS,1,37,7,54,0,44,4
443,RNASET2,1,11,1,33,0,0,3
444,CD44,1,48,10,205,0,78,4
445,KCNG1,1,14,1,38,0,0,3
446,AGPAT4,1,12,1,37,0,0,3
447,SLAMF7,1,11,1,36,0,2,4
448,BTN3A1,1,9,1,37,0,0,3
449,MIPEP,1,7,0,38,0,0,2
450,PRKCH,1,31,2,34,0,3,4
451,INSRR,1,17,0,34,0,0,2
452,IFNGR1,1,20,4,65,0,8,4
453,B4GALT7,1,19,2,52,0,0,3
454,SH2D2A,1,6,1,34,0,0,3
455,VRK2,1,23,5,39,0,1,4
456,TNFRSF1B,1,31,5,48,0,17,4
457,VEZT,1,9,0,42,0,0,2
458,POU2F2,1,19,2,34,46,4,4
459,BRD9,1,16,2,44,0,0,3
460,SNX1,1,33,0,62,0,1,3
461,TBPL1,1,11,0,39,37,1,3
462,ARNTL2,1,22,0,38,0,0,2
463,BCLAF1,1,17,0,48,7,6,3
464,SLC39A9,1,23,0,32,0,0,2
465,ANK1,1,36,5,106,0,5,4
466,IBSP,1,15,2,51,0,31,4
467,TFB1M,1,13,2,55,0,3,4
468,RABEP1,1,22,1,42,0,0,3
469,HMGB3,1,13,0,18,0,1,3
470,NUP160,1,18,37,43,0,0,3
471,BAK1,1,56,3,51,0,19,4
472,MUSK,1,24,1,36,0,4,4
473,IKZF2,1,7,1,38,4,2,4
474,GRN,1,48,1,43,0,0,3
475,FAM13B,1,4,2,23,0,0,3
476,ARHGAP31,1,9,4,32,0,0,3
477,CENPQ,1,9,7,34,0,0,3
478,SARS,1,27,0,0,0,0,1
479,RANBP3,1,8,0,34,0,0,2
480,ARID4A,1,15,2,44,5,0,4
481,EIPR1,1,13,0,29,0,0,2
482,PNPLA6,1,9,1,56,0,2,4
483,IFT88,1,28,5,84,0,1,4
484,ALG1,1,10,2,41,0,1,4
485,ZCCHC8,1,15,2,46,0,0,3
486,ABCF2,1,5,1,42,0,0,3
487,CHPF2,1,7,1,35,0,0,3
488,LRRC7,1,22,7,43,0,0,3
489,FUT8,1,17,2,49,0,1,4
490,UBA6,1,11,3,53,0,0,3
491,GAB2,1,14,17,52,0,3,4
492,ATP6V0A1,1,27,5,52,0,0,3
493,PIAS1,1,40,8,61,6,16,4
494,SLC4A7,1,20,6,49,0,2,4
495,APBA2,1,12,1,42,0,0,3
496,MAP2K3,1,26,2,49,0,8,4
497,EFCAB1,1,17,0,55,0,0,2
498,TMSB10,1,6,0,32,0,1,3
499,ASTE1,1,8,0,16,0,0,2
500,RNF19A,1,13,1,30,0,0,3
501,PEX3,1,11,2,44,0,1,4
502,MYOC,1,37,0,35,0,1,3
503,SH3YL1,1,5,0,23,0,0,2
504,FAM136A,1,4,0,13,0,0,2
505,VCL,1,52,15,123,0,1,4
506,DEPDC1B,1,4,17,50,0,0,3
507,DAPK2,1,22,1,34,0,8,4
508,NSMAF,1,7,1,16,0,0,3
509,ADSS,1,19,0,0,0,0,1
510,STAP1,1,27,0,27,0,0,2
511,TIMP2,1,16,3,47,0,14,4
512,RFC1,1,24,16,42,0,4,4
513,TBC1D23,1,13,0,41,0,0,2
514,CUL3,1,74,11,164,0,1,4
515,MYOM2,1,8,0,44,0,2,3
516,OTC,1,24,5,57,0,4,4
517,CYP46A1,1,23,2,35,0,3,4
518,AC118549.1,1,0,0,0,0,0,0
519,SLC18A1,1,23,0,34,0,0,2
520,USP2,1,25,5,37,0,1,4
521,CASR,1,53,3,70,0,7,4
522,TUBG2,1,24,2,32,0,1,4
523,FLT4,1,38,3,65,0,14,4
524,NSUN2,1,25,1,68,0,0,3
525,FBXO42,1,5,0,40,0,0,2
526,MFAP3,1,5,1,22,0,0,3
527,MRI1,1,9,1,33,0,0,3
528,METTL1,1,14,1,90,0,1,4
529,HOXC8,1,11,1,35,14,3,4
530,AGA,1,9,1,34,0,2,4
531,PI4K2B,1,13,4,40,0,0,3
532,BOD1L1,1,6,1,41,0,0,3
533,MAT2B,1,8,2,36,0,2,4
534,TLL1,1,11,4,33,0,1,4
535,EDC4,1,13,1,50,0,0,3
536,TRIO,1,18,11,55,0,1,4
537,VCAN,1,26,13,78,0,14,4
538,CLEC16A,1,14,0,38,0,0,2
539,MSR1,1,18,1,42,0,16,4
540,CDH1,1,68,19,182,0,133,4
541,MTREX,1,22,4,74,0,0,3
542,DNAH5,1,20,0,55,0,0,2
543,ZFYVE16,1,13,1,35,0,0,3
544,RIPOR1,1,19,0,20,0,0,2
545,C6,1,13,2,33,0,3,4
546,RAI14,1,8,0,22,0,0,2
547,SOX30,1,21,0,15,0,0,2
548,BEST2,1,16,1,16,0,0,3
549,PHLPP2,1,11,1,35,0,1,4
550,SPDL1,1,13,6,34,0,0,3
551,STAU2,1,38,0,33,0,0,2
552,SLC66A1,1,14,1,12,0,0,3
553,CTNS,1,25,2,32,0,1,4
554,RTN4R,1,32,1,43,0,0,3
555,PHF23,1,8,0,36,0,0,2
556,CDH10,1,22,1,43,0,0,3
557,INPP4A,1,23,3,39,0,0,3
558,RAB27B,1,29,3,36,0,0,3
559,PSMA4,1,40,69,71,0,1,4
560,MYO16,1,15,0,12,0,0,2
561,LSG1,1,11,0,54,0,0,2
562,PARP3,1,27,0,37,0,0,2
563,TNC,1,23,5,37,0,32,4
564,THAP3,1,2,0,15,0,0,2
565,RIPOR3,1,1,0,9,0,0,2
566,TDP1,1,14,1,34,0,0,3
567,AIFM2,1,25,1,33,0,1,4
568,C2orf83,1,5,0,16,0,0,2
569,SPATA7,1,15,0,40,0,0,2
570,MED17,1,21,5,68,0,0,3
571,RETSAT,1,7,1,35,0,1,4
572,CAPG,1,25,0,31,0,1,3
573,AP2S1,1,23,14,64,0,0,3
574,USH2A,1,27,0,57,0,0,2
575,ZPBP,1,7,0,40,0,0,2
576,TG,1,6,0,60,0,29,3
577,ADAM28,1,9,0,15,0,0,2
578,BARX2,1,16,0,7,15,3,3
579,DCUN1D1,1,10,1,45,0,1,4
580,JADE2,1,17,1,22,0,0,3
581,ZIC2,1,16,1,42,7,5,4
582,LCP2,1,14,5,83,0,1,4
583,TRIT1,1,11,2,46,0,0,3
584,ADRB1,1,23,2,40,0,8,4
585,GUCA2B,1,11,1,33,0,1,4
586,CUL7,1,27,3,83,0,0,3
587,CTNNA1,1,41,11,70,0,3,4
588,PHKA2,1,11,1,35,0,0,3
589,CNTLN,1,10,0,48,0,0,2
590,EPHA3,1,30,3,42,0,5,4
591,HSPA5,1,58,11,189,0,38,4
592,DSG2,1,39,6,41,0,1,4
593,GEMIN8,1,9,2,35,0,0,3
594,OFD1,1,18,8,79,0,1,4
595,GPM6B,1,15,0,24,0,0,2
596,MAGEC2,1,9,0,54,0,0,2
597,PREX2,1,11,4,30,0,0,3
598,WDR37,1,4,0,37,0,0,2
599,YTHDC2,1,22,1,50,0,1,4
600,CTPS2,1,14,1,47,0,0,3
601,ATP6V1H,1,24,9,41,0,0,3
602,POLR2B,1,19,44,137,0,1,4
603,FAM214A,1,2,0,10,0,0,2
604,ARAP2,1,5,4,24,0,0,3
605,TPR,1,48,31,66,0,0,3
606,CP,1,18,6,48,0,11,4
607,KIAA0556,1,12,0,37,0,0,2
608,DTNBP1,1,39,1,49,0,0,3
609,XK,1,5,1,20,0,0,3
610,ANO2,1,7,3,32,0,2,4
611,C12orf4,1,6,0,20,0,0,2
612,SCML1,1,5,0,12,0,0,2
613,WWC3,1,13,0,16,0,0,2
614,ARHGAP6,1,17,2,29,0,0,3
615,MAP4,1,25,0,36,0,1,3
616,GOPC,1,24,2,50,0,0,3
617,ROS1,1,18,0,37,0,13,3
618,USP28,1,17,1,56,0,1,4
619,HDAC9,1,32,5,45,19,2,4
620,TSPAN17,1,7,0,16,0,0,2
621,NOP16,1,3,0,35,0,1,3
622,CC2D2A,1,8,1,50,0,0,3
623,RRM2B,1,20,2,47,0,8,4
624,ZNF800,1,9,0,5,0,0,2
625,TNFRSF17,1,7,1,41,0,2,4
626,SNX29,1,1,0,23,0,0,2
627,LMO3,1,9,0,31,2,9,3
628,GUCA1A,1,17,1,37,0,0,3
629,RSF1,1,17,1,38,0,6,4
630,VPS13D,1,10,0,21,0,0,2
631,CELF2,1,12,0,33,0,1,3
632,FAM120A,1,11,0,36,0,0,2
633,R3HDM1,1,3,0,13,0,0,2
634,COL9A2,1,9,8,46,0,1,4
635,KITLG,1,19,0,59,0,17,3
636,ERCC8,1,28,5,69,0,0,3
637,ADAMTS6,1,5,2,14,0,0,3
